url,brand,model,year,price_usd,price_uah,mileage,location,engine,transmission,state_num,description
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1908603.html,Mazda,CX-5,2022,37503,1421000,без пробігу,Івано-Франківськ,"Бензин, 2.5 л.",Автомат,,Авто в наявності. Комплектація Style 2.5 з аудіосистемою Bose
https://auto.ria.com/uk/auto_mazda_6_33979021.html,Mazda,6,2021,32796,1242000,39 тис. км,Київ,"Бензин, 2.5 л.",Автомат,,"На гарантії до червня 2024 року!

Найпотужніший двигун (Турбо) + максимальна комплектація!

Обслуговувалося у офіціалу

Обслуговується на наступні 20 000 км!!

Комплект зимової гуми за 1000$ дарю

Нові колодки спереду і ззаду, і нові задні диски

Найповніша комплектація:
- бездротовий car play
- Акустика bose
- Передня частина в броньованій плівці
- 7 секунд до 100 км
- сигналізація з gps
- mul-t-lock захист на коробці"
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1907779.html,Mazda,CX-5,2022,37385,1421000,без пробігу,Житомир,"Бензин, 2.5 л.",Автомат,,"Оновлена Mazda CX-5 пропонує набагато більше, ніж здається з першого погляду.
Вишуканий та елегантний екстер’єр виводить дизайн Kodo на новий рівень, завдяки чому Mazda CX-5 виділяється серед інших автомобілів.
З бензиновим двигуном Skyactiv-G об’ємом 2,5 л. потужністю 194 к. с. в парі з автоматичною 6-тиступеневою трансмісією, Ви отримуєте потужність та елегантність, готовність до пригод і вражаючі можливості буксирування.
Завдячуючи новітнім технологіям проактивного захисту Mazda CX-5 отримала максимальну оцінку – 5 зірок рейтингу безпеки EURO NCAP. Шість подушок безпеки та широкий набір вдосконалених систем активної безпеки i-Activesense допомагають забезпечити найкращий захист для Вас та Ваших близьких.
Куди б Ви не прямували, Mazda CX-5 буде Вашим ідеальним супутником як для повсякденних поїздок, так і під час довгих подорожей всією родиною."
https://auto.ria.com/uk/auto_mazda_6_34328262.html,Mazda,6,2017,13800,525642,114 тис. км,Львів,"Бензин, 2.5 л.",Автомат,,"2 комплекти гуми, 2 ключі. Жодних вкладень не потребує."
https://auto.ria.com/uk/newauto/auto-mazda-cx-9-1890743.html,Mazda,CX-9,2022,44371,1681200,без пробігу,Одеса,"Бензин, 2.5 л.",Автомат,,"В НАЯВНОСТІ цей автомобіль в нашому салоні за адресою м. Одеса, вул. Грушевського 39/3. Доступні оновлені умови кредитування.
Акційні умови кредитування від ОщадБанк. Перший внесок 30% вартості, а решта на 12 місяців безвідсотково. Деталі дізнавайтесь у менеджерів."
https://auto.ria.com/uk/auto_mazda_cx_5_34325158.html,Mazda,CX-5,2015,19500,740805,125 тис. км,Київ,"Дизель, 2.2 л.",Автомат,,"Продаю свежепригнаный автомобиль без пробега по Украине Мазда сх5 2015г РЕСТАЙЛИНГ 2.2 дизель + полный привод в самой максимальной комплектации. В машине нет НИОДНОЙ КРАШЕНОЙ ДЕТАЛИ 1000%, вся в заводском окрасе. Последнее ТО было неделю назад. Ничего ни стучит, не гремит мотор и коробка работают идеально. Вложений не требует абсолютно никаких. Пробег оригинальный 1000%, любые проверки с вашей стороны приветствуются. 
Теперь по комплектации: 
-Двухцветная перфорированная кожа/двухцветный салон
-Безключевой доступ
-Память сидений
-Подогрев сидений
-Парктроники по кругу
-Камера заднего вида
-Функция старт/стоп
-Премиальная акустика Bose
-Мультируль со всеми кнопками
-Дистроник
-Удержание в полосе
-Слепые зоны
-Люк
-Bluetooth/Aux/USB
-Складывающийся задние сиденья


Первый человек, который приедет смотреть автомобиль с вероятностью в 100% ее купит. Царапин, вмятин, сколов нет. Два ключа, два комплекта резины, сервисная книга. Честность и прозрачность гарантирую!!"
https://auto.ria.com/uk/auto_mazda_6_34010232.html,Mazda,6,2016,15900,607221,174 тис. км,Суми,"Бензин, 2.5 л.",Автомат,,"Машина в ідеалі, на повній комплектації с люком. 
Аудіосистема Bose 
Проекція на лобове скло
Утримання у полосі 
Адаптивний круїз контроль 
Адаптивна лед оптика, промінь світла хумається за кермом 
Мною був доставлений CarPlay та AndroidAuto Захисні плівки на заднему багажнику біля ляди, на порогах задній дверей та на місцях під ручками 
Диски R19 стан краще за нові! Нещодавно красив їх у wheelmasters sumy
Нова літня гума 
Куплена була мною 2021р, але в 2022 була переєстація всередині сім’ї  
Обслуговувалась на сервісі АвтоLife, машину там знають, всі заказ снаряди є. 
Одразу після куплі замінив масло в коробці «повністю» не частино 
ТО тільки на оригінальних росхідниках 
Також пару тисяч тому замінили АКБ та фильтр бензонасосу. 
Є фото яка машина була в Америці, та якщо знайду то і карфакс, удар був по переду - дуже незначний. Готовий заїхати на будь яке ваше СТО для перевірки"
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1907769.html,Mazda,CX-5,2022,35579,1354500,без пробігу,Житомир,"Бензин, 2.0 л.",Автомат,,"Оновлена Mazda CX-5 пропонує набагато більше, ніж здається з першого погляду.
Вишуканий та елегантний екстер’єр виводить дизайн Kodo на новий рівень, завдяки чому Mazda CX-5 виділяється серед інших автомобілів.
Завдячуючи новітнім технологіям проактивного захисту Mazda CX-5 отримала максимальну оцінку – 5 зірок рейтингу безпеки EURO NCAP. Шість подушок безпеки та широкий набір вдосконалених систем активної безпеки i-Activesense допомагають забезпечити найкращий захист для Вас та Ваших близьких.
Куди б Ви не прямували, Mazda CX-5 буде Вашим ідеальним супутником як для повсякденних поїздок, так і під час довгих подорожей всією родиною."
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1908404.html,Mazda,CX-5,2023,30742,1164800,без пробігу,Вінниця,"Бензин, 2.0 л.",Автомат,,"В дорозі, протягом 3х тижнів!!! Комплектація TOURING 2023 року : LED фари головного світла, датчики паркування, камера заднього виду, підігрів сидінь та керма, Apple Car Play та багато іншого. Можливий продаж у розтермінування під 0.01%, також працює програма TRADE-IN."
https://auto.ria.com/uk/auto_mazda_cx_5_34152026.html,Mazda,CX-5,2018,25000,946250,115 тис. км,Пирятин,"Бензин, 2 л.",Автомат,BX 1487 HE,"Автомобіль придбаний у офіційного дилера в 
 м. Хмельницький у 2018році. Другий власник. Авто без пошкоджень, без підкрасів у ДТП не було. Пробіг 115 500 км. В ідеальному стані, в салоні не курили, тварин не перевозили, гаражне зберігання. використовувався для сімейного відпочинку.  Автомобіль з неймовірною зовнішністю, надзвичайно комфортний із якісним салоном, двигуном  має режим Sport. Ходова, скло все рідне в ідеальному стані. Для збереження  сидінь нові преміум чохли з екошкіри, також нові килимки в салоні та багажному відділенні. Всі основні опції комфортної їзди для водія та пасажирів. 2 ключа.  Економічна витрата палива. В комплектацію авто входить: датчики світла та дощу, підігрів передніх сидінь та керма, електро-ручник, двох-зонний клімат контроль, електро-привід багажного відділення, камера заднього виду, достойна аудио-система, адаптивні LED-фари головного світла ліхтарі денного світла – LED-лампочки, омивач фар, інше. Шумоізоляція супер, реакція на кермо та педаль  миттєва, клімат-контроль працює відмінно.  Гарно справляється зі складними дорожніми умовами, навіть краще, ніж серйозніші позашляховики. Задня оптика відповідає передній «світлодіодній тенденції».Передній та задній ряди сидінь  мають неймовірний простір. Більш ніж достатня відстань від голови до стелі навіть у найвищому положенні крісла. Панель приладів класичне компонуванням. Триступеневий підігрів сидінь, підігрів керма, два USB-входи інше. Електропривод усіх склопідйомників, блокуванян задніх дверей. Не потребує вкладень, масла, фільта, рідини, замінено. Реальному покупцю нова літня резина в подарунок!  Перекупів прошу не турбувати.
Обмін не ЦІКАВИТЬ!!!"
https://auto.ria.com/uk/auto_mazda_cx_5_34312565.html,Mazda,CX-5,2020,27777,1057192,77 тис. км,Одеса,"Бензин, 2 л.",Автомат,KA 0926 IO,"Приобретали у официального  диллера в Украине в 2020году.
Автомобиль весь целый,без единого подкраса
ОЧЕНЬ  КРАСИВЫЙ ЦВЕТ!
Обслуживание на Мазда  центр
Сервисная книга с отметками о прохождении своевременного Т .О.
Два ключа.
Новая резина !
Идеальное состояние!
ВОЗМОЖЕН ОБМЕН  НА ВАШЕ АВТО!"
https://auto.ria.com/uk/auto_mazda_cx_5_34298297.html,Mazda,CX-5,2020,28200,1073292,30 тис. км,Одеса,"Бензин, 2 л.",Автомат,,"Продам ОФІЦІЙНИЙ, повнопривідний автомобіль Mazda CX-5 куплений в Одесі в Автоцентрі Mazda Інтер Авто на Люстдорфські дорозі 55А.  На гарантії, в новому стані з оригінальним пробігом по сервісу на Mazda центрі. Машина не бита, не фарбована, всі стікла рідні включаючи лобове. Машина просто нова, на рідній резині, з рідним пробігом. Колір дуже гарний білий перламутр.Всі питання по телефону."
https://auto.ria.com/uk/auto_mazda_cx_5_33945834.html,Mazda,CX-5,2015,15200,574864,149 тис. км,Одеса,"Бензин, 2.5 л.",Автомат,,"Прекрасний автомобіль з одним із найнадійніших двигунів 2.5 Skyactive. Машина пригнана з Америки після пошкодження, всі фотографії по ходу ремонту є, запчастини використовувалися виключно оригінальні. FULL LED фари оригінал
LED ліхтарі оригінал
встановлений безколючовий доступ на водійські двері. Автомобіль робився для себе, володію абсолютно всією інформацією щодо ремонту та запастей, всі деталі по телефону, торг на місці."
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1906374.html,Mazda,CX-5,2023,36031,1365200,без пробігу,Вінниця,"Бензин, 2.0 л.",Автомат,,"В поставці на квітень.
Mazda CX-5 2023 року виробництва! Авто в комплектації Black Edition з двигуном 2.0 на 150 к.с. ( Full Led,підігрів сидінь так керма,комбінований салон, Apple Car Play та,датчики паркування та камера заднього виду,екстрене гальмування...) Авто можливо придбати у розтермінування під 0.01%."
https://auto.ria.com/uk/auto_mazda_cx_9_34047040.html,Mazda,CX-9,2016,13000,495300,55 тис. км,Хмельницький,Бензин,Автомат,,"З США
Деталі за телефоном"
https://auto.ria.com/uk/auto_mazda_6_34184617.html,Mazda,6,2015,13299,504431,88 тис. км,Львів,"Бензин, 2.5 л.",Автомат,BC 0880 AM,"Продаю власний автомобіль, купувався для себе. В експлуатації з 2018 року. Бережне користування, планове ТО кожні 10 тисяч (всі чеки збережені), гаражне зберігання, пробіг в основному по трасі (живу за містом). Два комплекти гуми: літо 19 радіус, зима 17 радіус (гума на оригінальних дисках).
Додатково додаю фото з аукціону та в якому стані машина приїхала в Україну (лобове шкло встановлено в США щоб не було моментів з траспортуванням). Машина в ДТП не була, пошкодження отримала внаслідок падіння гілки дерева на парковці, відповідна безпека і кузов цілі, все видно на фото. В Україні замінений капот та витягнуті вм`ятини (без фарбування). При покупці зроблений професійний детейлінг.
На даний час авто в кладень не потребує, сів та поїхав. Перекупів прошу не турбувати. Можливий розумний торг біля авто, машина в ідеальному стані."
https://auto.ria.com/uk/auto_mazda_6_34333389.html,Mazda,6,2015,16900,645411,55 тис. км,Київ,"Бензин, 2.5 л.",Автомат,KA 5422 EO,
https://auto.ria.com/uk/auto_mazda_6_34324453.html,Mazda,6,2016,16500,628320,89 тис. км,Київ,"Бензин, 2.5 л.",Автомат,AA 8401 PE,"Авто куплено в Україні, у ОФІЦІЙНОГО дилера в місті Києві!

МАКСИМАЛЬНА КОМПЛЕКТАЦІЯ !
З приємного:
-Проекція.
-Активний круіз контроль.
-Електро сидіння з пам'яттю положення.
-Система Start/Stop.
-Легкосплавні диски R-19.
-Двозонний клімат-контроль.
-Світлодіодна оптика.
-Аудіосистема BOSE (11 динаміків ).
-Люк з електроприводом.
-Система попередження про вихід за межі полоси руху (LDW; LDWS)
-Система адаптивного освітлення дороги (AFS, SRH).
-Система контролю сліпих зон (RVM, BSM).
-Система сповіщення про екстренну зупинку (ESS) та багато іншого...

Приємно здивує витрата пального, з допомогую 6-ти ступеневої коробки перемикання передач SkyActiv-Drive, та рекуперативної гальмівної системи!
В комплекті два комплекти гуми та дисків.

Реальному покупцю можливий торг.!

Також можна придбати в кредит/лізинг.
Запрошуємо на огляд та тест-драйв.
Можемо доставити авто на діагностику , за вашою домовленістью ...
Детальніше за телефоном ..."
https://auto.ria.com/uk/auto_mazda_6_34323665.html,Mazda,6,2016,17300,657227,70 тис. км,Чернівці,"Бензин, 2 л.",Автомат,CE 8858 BH,Офіційний автомобіль!!! Придбаний в салоні Аеліта в 2016 році. Всі ТО на офіційному сервісі Mazda.
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1904575.html,Mazda,CX-5,2022,36727,1396000,без пробігу,Дніпро (Дніпропетровськ),"Бензин, 2.5 л.",Автомат,,"*Автомобіль оснащений акустичною системою Bose
Рестайлінгова Mazda CX-5 2022 побудована на оновленій платформі Skyactiv-Vehicle Mazda, із більш досконалішою підвіскою, що значно зменшує рівень шуму та вібрацій у салоні. Внутрішнє оздоблення відрізняється преміальною якістю шкіри Nappa та розкішними текстурами із натурального дерева у топовій комплектації. У базових версіях Mazda CX-5 2022 отримала нові акценти інтер’єру: нова версія Active з замшевою оббивкою із лаймово-зеленою стрічкою та дефлектором для кондиціонера у такий самий колір, та версія Sport з червоною стрічкою, що обшиває шкіряні сидіння, кермо та дверні панелі.
Не важливо, який двигун ви обираєте для себе – бензиновий двигуни SKYACTIV-G об’ємом 2.0 л. потужністю 150 к.с. або бензиновий двигун об’ємом 2.5 л. потужністю 194 к.с. з функцією вимикання циліндрів – економія витрати пального та миттєве прискорення забезпечено."
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1904412.html,Mazda,CX-5,2022,33717,1281600,без пробігу,Одеса,"Бензин, 2.0 л.",Автомат,,"Рестайлінгова Mazda CX-5 2022 побудована на оновленій платформі Skyactiv-Vehicle Mazda, із більш досконалішою підвіскою, що значно зменшує рівень шуму та вібрацій у салоні. Внутрішнє оздоблення відрізняється преміальною якістю шкіри Nappa та розкішними текстурами із натурального дерева у топовій комплектації. У базових версіях Mazda CX-5 2022 отримала нові акценти інтер’єру: нова версія Active з замшевою оббивкою із лаймово-зеленою стрічкою та дефлектором для кондиціонера у такий самий колір, та версія Sport з червоною стрічкою, що обшиває шкіряні сидіння, кермо та дверні панелі."
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1900428.html,Mazda,CX-5,2022,36031,1365200,без пробігу,Хмельницький,"Бензин, 2.0 л.",Автомат,,"Оновлена Mazda CX-5 пропонує набагато більше, ніж здається з першого погляду. Ви отримуєте потужність та елегантність, готовность до пригод і вражаючі можливості буксирування.
Шість подушок безпеки та широкий набір вдосконалених систем активної безпеки i-Activesense допомагають забезпечити найкращий захист для вас та ваших близьких. Міцний кузов Skyactiv-Body, сконструйований для ще кращого поглинання та розсіювання сили удару при зіткненні, ефективно запобігаючи деформації кабіни у разі аварії. Завдячуючи новітнім технологіям проактивного захисту Mazda CX-5 отримала максимальну оцінку – 5 зірок рейтингу безпеки EURO NCAP.
Бензиновий двигун Skyactiv-G представлений у двох версіях:
2,0 л. потужністю 150 к. с. та 2,5 л. потужністю 194 к. с.
в парі з автоматичною 6-тиступеневою трансмісією.
Для українського ринку доступні версії як з переднім, так і з повним приводом.
Для повнопривідних версій доступна нова система Mi-Drive –
вибору режиму їзди для покращення динаміки керування на різних покриттях."
https://auto.ria.com/uk/auto_mazda_cx_9_34324639.html,Mazda,CX-9,2016,23000,875380,77 тис. км,Дніпро (Дніпропетровськ),"Бензин, 2.5 л.",Автомат,,
https://auto.ria.com/uk/newauto/auto-mazda-cx-9-1893625.html,Mazda,CX-9,2022,45830,1742000,без пробігу,Дніпро (Дніпропетровськ),"Бензин, 2.5 л.",Автомат,,"Mazda CX-9 пропонує не тільки потужну динаміку та високу прохідність, але також і виняткові показники економії пального. Інноваційна система G-Vectoring Control суттєво підвищує керованість автомобіля при русі в поворотах та на слизькій дорозі та робить рух набагато безпечнішим. Короткостроково регулюючи крутний момент двигуна у відповідь на рухи керма, вона забезпечує контроль над прискоренням та оптимізує навантаження на кожне колесо.
Менеджер AUTO.RIA надасть кваліфіковану консультацію та допоможе обрати найкращий варіант онлайн."
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1907757.html,Mazda,CX-5,2023,30742,1164800,без пробігу,Вінниця,"Бензин, 2.0 л.",Автомат,,"У поставці протягом 30 днівІ!!! Комплектація TOURING : LED фари головного світла, датчики паркування, камера заднього виду, підігрів сидінь та керма, проєкція на лобове скло, цифрова приборна панель, Apple Car Play та багато іншого. Можливий продаж у розтермінування під 0.01%, також працює програма TRADE-IN.
Знижка на авто 2023 року"
https://auto.ria.com/uk/newauto/auto-mazda-cx-30-1906330.html,Mazda,CX-30,2023,29828,1130200,без пробігу,Вінниця,"Бензин, 2.0 л.",Автомат,,"В дорозі на кінець квітня !
Авто 2023 року!
Комплектація STYLE: LED фари головного світла, датчики паркування, камера заднього виду, підігрів сидінь та керма, проєкція на лобове скло, цифрова приборна панель, Apple Car Play та багато іншого. Можливий продаж у розтермінування під 0.01%, також працює програма TRADE-IN."
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1895064.html,Mazda,CX-5,2022,35579,1354500,без пробігу,Житомир,"Бензин, 2.0 л.",Автомат,,"Поєднання чистої краси - ліній кузова та салону, простору для всієї родини, неперевершеної динаміки та новітніх рішень безпеки. Куди б Ви не прямували, Mazda CX-5, буде вашим ідеальним супутником як для повсякденних поїздок, так і під час довгих подорожей всією родиною."
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1904871.html,Mazda,CX-5,2022,42498,1612800,без пробігу,Дніпро (Дніпропетровськ),"Бензин, 2.5 л.",Автомат,,"Рестайлінгова Mazda CX-5 2022 побудована на оновленій платформі Skyactiv-Vehicle Mazda, із більш досконалішою підвіскою, що значно зменшує рівень шуму та вібрацій у салоні. Внутрішнє оздоблення відрізняється преміальною якістю шкіри Nappa та розкішними текстурами із натурального дерева у топовій комплектації. У базових версіях Mazda CX-5 2022 отримала нові акценти інтер’єру: нова версія Active з замшевою оббивкою із лаймово-зеленою стрічкою та дефлектором для кондиціонера у такий самий колір, та версія Sport з червоною стрічкою, що обшиває шкіряні сидіння, кермо та дверні панелі.
Не важливо, який двигун ви обираєте для себе – бензиновий двигуни SKYACTIV-G об’ємом 2.0 л. потужністю 150 к.с. або бензиновий двигун об’ємом 2.5 л. потужністю 194 к.с. з функцією вимикання циліндрів – економія витрати пального та миттєве прискорення забезпечено."
https://auto.ria.com/uk/newauto/auto-mazda-6-1904586.html,Mazda,6,2023,28114,1068600,без пробігу,Дніпро (Дніпропетровськ),"Бензин, 2.0 л.",Автомат,,"Mazda 6 пропонує не тільки динаміку, але також і виняткові показники економії пального. Інноваційна система G-Vectoring Control істотно підвищує керованість автомобіля при русі в поворотах і на слизькій дорозі і робить рух набагато безпечніше. М'якість, комфортабельність і міцність підвіски вражає! Mazda 6 - це справжній інноваційний седан бізнес класу.
Менеджер AUTO.RIA надасть кваліфіковану консультацію та допоможе обрати найкращий варіант онлайн."
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1901335.html,Mazda,CX-5,2022,37979,1443600,без пробігу,Черкаси,"Бензин, 2.0 л.",Автомат,,"Рестайлінгова Mazda CX-5 2022 побудована на оновленій платформі Skyactiv-Vehicle Mazda, із більш досконалішою підвіскою, що значно зменшує рівень шуму та вібрацій у салоні. Внутрішнє оздоблення відрізняється преміальною якістю шкіри Nappa та розкішними текстурами із натурального дерева у топовій комплектації. У базових версіях Mazda CX-5 2022 отримала нові акценти інтер’єру: нова версія Active з замшевою оббивкою із лаймово-зеленою стрічкою та дефлектором для кондиціонера у такий самий колір, та версія Sport з червоною стрічкою, що обшиває шкіряні сидіння, кермо та дверні панелі.
Не важливо, який двигун ви обираєте для себе – бензиновий двигуни SKYACTIV-G об’ємом 2.0 л. потужністю 150 к.с. або бензиновий двигун об’ємом 2.5 л. потужністю 194 к.с. з функцією вимикання циліндрів – економія витрати пального та миттєве прискорення забезпечено."
